City,dien_tich_m2,free_do_vs_ca_nhan,phong_tam,tien_ich_phong,ket_sat,toilet,working_table,khu_vuc_tiep_khach,TV,tu_lanh,dien_thoai,may_say_toc,lot_san,am_dun_nuoc,dich_vu_truyen_hinh,tu_quan_ao,view,cach_am,minibar,free_wifi,ghe_sofa,may_fax,bep_an,may_giat,ban_an,ui_quan_ao,giuong,balcony,executive_lounge,may_pha_tra_cf,may_say_quan_ao,connecting_room,chau_rua_vs_bidet,co_thang_may,ho_tro_xe_lan,may_vi_tinh,dieu_hoa,tien_ich_cho_tre_em,ho_boi,tien_ich_giai_tri,outdoor_area,phong_xong_hoi,be_suc,san_trong,price
TP.Ho Chi Minh,32,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,980000
TP.Ho Chi Minh,32,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2475000
TP.Ho Chi Minh,32,1,2,0,1,0,1,0,1,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,980000
TP.Ho Chi Minh,38,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1292000
TP.Ho Chi Minh,38,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1460000
TP.Ho Chi Minh,38,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,3285000
TP.Ho Chi Minh,38,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1340000
TP.Ho Chi Minh,38,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1580000
TP.Ho Chi Minh,38,1,2,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1740000
TP.Ho Chi Minh,26,1,2,1,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,360000
TP.Ho Chi Minh,26,1,2,1,0,1,1,1,1,1,1,1,2,0,1,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1150000
TP.Ho Chi Minh,28,1,2,1,0,1,1,1,1,1,1,1,2,0,1,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1370000
TP.Ho Chi Minh,28,1,2,1,0,1,1,1,1,1,1,1,2,0,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1580000
TP.Ho Chi Minh,32,1,2,1,0,1,1,1,1,1,1,1,1,0,1,0,4,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2050000
TP.Ho Chi Minh,25,1,2,1,0,1,1,1,1,1,1,1,3,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,0,238000
TP.Ho Chi Minh,30,1,2,1,0,1,1,1,1,1,1,1,3,1,1,1,4,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,0,293633
TP.Ho Chi Minh,35,1,2,1,0,1,1,1,1,1,1,1,3,1,1,1,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,0,552500
TP.Ho Chi Minh,35,1,2,1,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,324472
TP.Ho Chi Minh,40,1,2,1,0,1,1,1,1,1,0,1,0,1,1,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,378000
TP.Ho Chi Minh,31,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1575000
TP.Ho Chi Minh,36,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1701000
TP.Ho Chi Minh,60,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,2331000
TP.Ho Chi Minh,21,1,2,1,0,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,514286
TP.Ho Chi Minh,18,1,2,1,0,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,571429
TP.Ho Chi Minh,21,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,424286
TP.Ho Chi Minh,21,1,2,1,2,1,1,0,1,1,1,1,3,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,545000
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,605000
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,540000
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,578571
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,642857
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,776429
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,867143
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,771429
TP.Ho Chi Minh,24,1,2,1,2,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,726429
TP.Ho Chi Minh,30,0,2,1,0,1,1,1,1,1,0,0,3,1,1,1,0,1,0,1,1,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,2,1,2,0,0,0,0,0,433440
TP.Ho Chi Minh,35,0,2,1,0,1,1,1,1,1,0,0,3,1,1,1,0,1,0,1,1,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,2,1,2,0,0,0,0,0,488880
TP.Ho Chi Minh,65,0,2,1,0,1,1,1,1,1,0,0,3,1,1,1,0,1,0,1,1,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,2,1,2,0,0,0,0,0,622080
TP.Ho Chi Minh,20,1,2,1,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,337500
TP.Ho Chi Minh,40,1,2,1,0,1,0,0,1,0,1,0,1,0,1,1,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,495000
TP.Ho Chi Minh,35,1,2,1,1,1,1,1,1,1,1,1,3,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,720000
TP.Ho Chi Minh,35,1,2,1,0,0,1,1,1,1,1,1,2,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,764640
TP.Ho Chi Minh,18,1,2,1,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,224710
TP.Ho Chi Minh,20,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,450000
TP.Ho Chi Minh,18,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,348841
TP.Ho Chi Minh,21,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,488376
TP.Ho Chi Minh,16,1,2,1,0,1,1,0,1,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,406980
TP.Ho Chi Minh,20,1,2,1,0,1,1,0,1,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,465119
TP.Ho Chi Minh,30,1,2,1,0,1,1,0,1,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,697679
TP.Ho Chi Minh,18,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,244285
TP.Ho Chi Minh,21,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,293143
TP.Ho Chi Minh,24,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,325714
TP.Ho Chi Minh,24,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,439714
TP.Ho Chi Minh,20,1,2,1,0,1,0,0,1,1,1,1,2,0,1,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,328690
TP.Ho Chi Minh,25,1,2,1,1,1,0,0,1,1,1,1,2,0,1,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,354470
TP.Ho Chi Minh,25,1,2,1,0,1,0,0,1,1,1,1,2,0,1,1,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,522037
TP.Ho Chi Minh,25,1,2,1,0,1,0,1,1,0,1,1,2,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,375000
TP.Ho Chi Minh,37,1,2,1,0,1,0,1,1,0,1,1,2,0,1,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,525000
TP.Ho Chi Minh,37,1,2,1,0,1,0,1,1,0,1,1,2,0,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,525000
TP.Ho Chi Minh,20,1,2,1,0,1,0,0,1,1,1,0,2,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,240000
TP.Ho Chi Minh,30,1,2,1,0,1,0,1,1,1,1,0,2,0,1,1,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,300000
TP.Ho Chi Minh,35,1,2,1,0,1,0,1,1,1,1,0,2,0,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,330000
TP.Ho Chi Minh,30,1,2,1,0,1,0,1,1,1,1,0,2,0,1,1,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,330000
TP.Ho Chi Minh,45,1,2,1,0,1,0,1,1,1,1,0,2,0,1,1,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,420000
TP.Ho Chi Minh,20,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,669773
TP.Ho Chi Minh,20,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,363975
TP.Ho Chi Minh,20,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,386839
TP.Ho Chi Minh,25,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,2,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,413990
TP.Ho Chi Minh,20,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,443543
TP.Ho Chi Minh,20,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,471405
TP.Ho Chi Minh,25,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,2,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,504491
TP.Ho Chi Minh,25,0,2,1,2,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,336000
TP.Ho Chi Minh,22,0,2,1,2,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,399000
TP.Ho Chi Minh,25,0,2,1,2,1,0,0,1,1,1,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,504000
TP.Ho Chi Minh,28,0,2,1,2,1,0,0,1,1,1,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,567000
TP.Ho Chi Minh,32,0,2,1,2,1,0,0,1,1,1,1,0,1,1,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,651000
TP.Ho Chi Minh,32,0,2,1,2,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,735000
TP.Ho Chi Minh,18,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,440000
TP.Ho Chi Minh,21,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,528000
TP.Ho Chi Minh,25,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,633600
TP.Ho Chi Minh,27,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,712800
TP.Ho Chi Minh,29,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,831600
TP.Ho Chi Minh,35,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,1100000
TP.Ho Chi Minh,25,1,2,1,0,1,1,1,1,1,0,1,2,1,0,1,4,0,0,1,1,0,1,1,1,1,2,1,0,0,0,0,1,1,0,0,2,0,2,0,0,1,0,1,297000
TP.Ho Chi Minh,35,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,326700
TP.Ho Chi Minh,15,1,2,1,0,1,1,0,1,1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,590000
TP.Ho Chi Minh,18,1,2,1,0,1,1,0,1,1,1,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,735000
TP.Ho Chi Minh,25,1,2,1,0,1,1,0,1,1,1,1,2,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,800000
TP.Ho Chi Minh,35,1,2,1,1,1,1,0,1,1,0,1,3,1,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,420000
TP.Ho Chi Minh,35,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,490000
TP.Ho Chi Minh,20,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1162800
TP.Ho Chi Minh,25,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1801800
TP.Ho Chi Minh,30,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,1994189
TP.Ho Chi Minh,38,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,2318824
TP.Ho Chi Minh,30,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,2828966
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,2567096
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,3006509
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,3654065
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,3501425
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,4440383
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,5411717
TP.Ho Chi Minh,32,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,0,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,4043118
TP.Ho Chi Minh,25,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,300000
TP.Ho Chi Minh,40,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,340000
TP.Ho Chi Minh,30,0,2,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,866250
TP.Ho Chi Minh,30,0,2,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,866250
TP.Ho Chi Minh,35,0,2,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,965250
TP.Ho Chi Minh,80,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050000
TP.Ho Chi Minh,25,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1184400
TP.Ho Chi Minh,27,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1263360
TP.Ho Chi Minh,27,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1316000
TP.Ho Chi Minh,30,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,2,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1381800
TP.Ho Chi Minh,35,1,2,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1579200
TP.Ho Chi Minh,40,1,2,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1842400
TP.Ho Chi Minh,30,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1381800
TP.Ho Chi Minh,45,1,2,1,0,1,1,0,1,0,0,1,3,1,1,1,2,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,700000
TP.Ho Chi Minh,35,1,2,1,0,1,1,0,1,0,0,1,3,1,1,1,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,600000
TP.Ho Chi Minh,16,1,2,1,0,1,1,0,1,1,1,1,3,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,168000
TP.Ho Chi Minh,19,1,2,1,0,1,1,0,1,1,1,1,3,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,301500
TP.Ho Chi Minh,25,1,2,1,0,1,1,0,1,1,1,1,3,1,0,1,4,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,355100
TP.Ho Chi Minh,19,1,2,1,0,1,1,0,1,1,1,1,3,1,0,1,4,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,371850
TP.Ho Chi Minh,25,1,2,1,0,1,1,0,1,1,1,1,3,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,405350
TP.Ho Chi Minh,25,1,2,1,0,1,1,0,1,1,1,1,3,1,0,1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,442200
TP.Ho Chi Minh,60,1,2,1,0,1,1,0,1,1,1,1,2,1,0,1,4,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,616400
TP.Ho Chi Minh,20,1,2,1,0,1,1,1,1,1,0,1,2,1,1,1,2,0,1,1,0,0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,398520
TP.Ho Chi Minh,20,1,2,1,0,1,1,1,1,1,0,1,2,1,1,1,2,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,398520
TP.Ho Chi Minh,25,1,2,1,0,1,1,1,1,1,0,1,2,1,1,1,2,0,1,1,0,0,3,0,1,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,455100
TP.Ho Chi Minh,30,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,4,1,2,0,0,0,0,1,351000
TP.Ho Chi Minh,60,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,4,1,2,0,0,0,0,0,455000
TP.Ho Chi Minh,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000
TP.Ho Chi Minh,20,1,2,1,0,1,1,0,0,0,0,1,3,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,250000
TP.Ho Chi Minh,20,1,2,1,0,1,1,0,0,0,0,1,3,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,100000
