City,dien_tich_m2,free_do_vs_ca_nhan,phong_tam,tien_ich_phong,ket_sat,toilet,working_table,khu_vuc_tiep_khach,TV,tu_lanh,dien_thoai,may_say_toc,lot_san,am_dun_nuoc,dich_vu_truyen_hinh,tu_quan_ao,view,cach_am,minibar,free_wifi,ghe_sofa,may_fax,bep_an,may_giat,ban_an,ui_quan_ao,giuong,balcony,executive_lounge,may_pha_tra_cf,may_say_quan_ao,connecting_room,chau_rua_vs_bidet,co_thang_may,ho_tro_xe_lan,may_vi_tinh,dieu_hoa,tien_ich_cho_tre_em,ho_boi,tien_ich_giai_tri,outdoor_area,phong_xong_hoi,be_suc,san_trong,price
TP.Ho Chi Minh,25,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,446400
TP.Ho Chi Minh,30,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,4,1,0,1,0,0,0,0,530100
TP.Ho Chi Minh,30,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,837000
TP.Ho Chi Minh,30,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1536000
TP.Ho Chi Minh,60,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2640000
TP.Ho Chi Minh,36,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1776000
TP.Ho Chi Minh,20,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,549000
TP.Ho Chi Minh,25,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,720000
TP.Ho Chi Minh,18,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,840000
TP.Ho Chi Minh,25,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,900000
TP.Ho Chi Minh,28,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,4,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,960000
TP.Ho Chi Minh,32,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1080000
TP.Ho Chi Minh,40,1,2,1,1,1,1,0,1,0,1,1,3,1,1,1,4,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1620000
TP.Ho Chi Minh,36,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,1,1,0,3,1,1,1,1,0,0,0,1,0,0,1,1,0,3,1,2,0,0,0,0,0,2079000
TP.Ho Chi Minh,60,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,3,1,1,1,1,0,0,0,1,0,0,1,1,0,3,1,2,0,0,0,0,0,2182950
TP.Ho Chi Minh,97,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,1,1,0,3,1,1,1,1,1,0,0,1,0,0,1,1,0,3,1,2,0,0,0,0,0,2494800
TP.Ho Chi Minh,105,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,0,1,1,0,3,1,1,1,1,1,0,0,1,0,0,1,1,0,3,1,2,0,0,0,0,0,2598750
TP.Ho Chi Minh,36,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2700001
TP.Ho Chi Minh,36,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,3680000
TP.Ho Chi Minh,72,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,5670000
TP.Ho Chi Minh,25,1,2,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,600000
TP.Ho Chi Minh,27,1,2,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,700000
TP.Ho Chi Minh,35,1,2,1,1,1,1,0,1,1,1,1,0,1,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,850000
TP.Ho Chi Minh,37,1,2,1,1,1,1,0,1,1,1,1,0,1,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1250000
